Place;Thinking time;VP from Military Conflicts (Victory);VP from Military Conflicts (Defeat);VP from Treasury Contents;VP from Wonder; VP from Civilian Structures;VP from Scientific Structures;VP from Commercial Structures;VP from Guilds;Constructed stages of the Wonder;Cards discarded;Chained constructions;Coins spent on commerce;Coins gained through commerce;Shields;Wonder side A;Wonder ID;Civilian Structures;Scientific Structures;Guilds;Military Structures;Commercial Structures;Raw Materials;Manufactured Goods
4th (45);04:42;0;-6;1;3;15;26;0;6;3;2;1;18;9;0;no;9;3;5;1;0;3;3;0
1st (53);04:15;14;-2;10;3;8;4;10;6;3;0;0;12;23;9;no;9;1;1;1;4;3;4;3
2nd (50);04:45;0;-3;7;5;18;0;8;15;3;0;2;10;12;5;no;10;4;0;1;2;4;4;0
3rd (50);03:04;0;-3;0;0;11;33;0;9;0;1;6;4;2;5;no;14;2;8;1;2;0;2;2
4th (49);03:39;13;-1;1;13;11;0;3;9;3;0;1;15;4;7;no;8;2;0;2;4;5;2;0
1st (65);03:56;17;0;4;3;25;9;7;0;3;0;2;16;10;5;no;14;5;2;1;3;3;4;0
2nd (60);03:44;18;0;0;7;2;33;0;0;2;0;4;16;10;9;no;11;1;8;0;4;0;3;0
3rd (49);03:58;0;-5;8;10;7;0;5;24;3;1;2;10;16;1;yes;6;2;0;3;1;5;3;0
4th (46);04:34;0;-6;7;10;24;0;4;7;3;0;1;10;16;3;no;12;5;0;1;1;2;4;2
1st (65);04:04;0;-6;4;5;0;55;3;4;3;0;6;10;12;0;no;10;0;9;1;0;2;2;1
2nd (61);03:36;12;-1;9;7;17;0;8;9;2;0;0;18;25;5;no;11;4;0;1;2;3;4;2
3rd (50);03:24;17;0;3;10;14;0;0;6;3;0;0;10;7;11;no;12;3;0;1;5;1;3;2
4th (47);04:33;5;-3;3;13;11;0;4;14;3;0;1;22;16;9;no;8;2;0;2;4;4;3;0
1st (61);02:58;15;-1;11;10;15;0;0;11;3;1;1;9;20;7;no;12;3;0;1;3;3;4;0
2nd (60);03:32;3;-5;3;3;8;26;6;16;3;0;2;20;13;2;no;9;2;4;3;1;2;2;3
3rd (50);05:02;18;0;4;7;13;0;8;0;2;0;1;8;6;9;no;11;2;0;0;4;4;4;2
4th (39);03:55;0;-6;6;7;14;1;3;14;3;3;2;6;4;0;no;13;5;1;2;0;1;2;1
1st (64);03:12;7;-2;0;2;0;55;2;0;1;1;5;20;6;5;no;14;0;9;1;3;2;2;0
2nd (52);02:49;8;-2;3;7;19;0;2;15;3;1;2;4;8;6;no;13;4;0;2;3;2;2;1
3rd (48);03:11;8;-3;7;7;17;1;5;6;2;0;1;8;18;7;no;11;3;1;1;2;2;5;2
4th (46);04:22;6;-2;7;20;6;0;9;0;4;0;0;6;6;7;no;8;1;0;0;3;5;4;1
1st (68);04:28;16;-1;1;2;3;31;0;16;1;1;4;7;8;7;no;14;1;7;2;3;1;3;0
2nd (60);03:53;17;0;6;7;23;0;0;7;3;0;1;0;6;6;no;13;4;0;1;3;2;4;1
3rd (45);04:23;1;-4;5;20;14;0;9;0;4;1;2;7;0;4;no;8;3;0;0;2;5;3;0
4th (44);03:36;0;-5;4;5;19;1;5;15;2;0;2;7;7;2;no;12;4;1;2;1;2;5;1
1st (55);05:58;8;-3;2;5;14;21;0;8;2;0;5;12;10;5;no;12;3;6;1;2;2;2;0
2nd (53);07:01;13;0;2;10;8;1;5;14;3;0;1;6;8;7;yes;2;2;0;2;4;2;5;0
3rd (48);04:15;1;-5;6;7;29;0;3;7;3;2;0;6;7;1;no;13;5;0;1;1;2;2;2
4th (46);04:31;8;-2;5;7;0;21;0;7;2;0;4;12;11;7;no;11;0;5;2;2;2;3;2
1st (61);05:24;8;-3;4;0;0;48;4;0;0;0;7;9;10;6;yes;2;0;9;0;3;4;1;1
2nd (57);06:10;18;0;3;5;14;0;4;13;2;1;0;22;11;9;no;12;2;0;2;5;2;4;0
3rd (49);03:25;1;-2;7;7;25;0;2;9;2;0;2;7;6;5;no;11;5;0;1;1;5;4;0
4th (49);05:19;0;-4;5;15;13;0;4;16;3;0;1;8;19;5;yes;1;3;0;2;2;1;5;2
1st (65);07:51;13;-1;4;10;19;10;0;10;3;0;1;10;21;5;yes;2;3;2;1;3;1;3;2
2nd (52);06:41;0;-6;2;20;11;13;0;12;4;0;2;20;10;0;no;8;2;4;2;0;2;3;1
3rd (51);05:54;13;0;5;10;19;0;2;2;3;1;2;4;16;6;yes;4;4;0;1;2;1;5;1
4th (40);08:35;5;-4;1;5;7;26;0;0;2;1;3;17;4;6;no;12;2;6;0;2;4;1;0
1st (57);03:42;4;-3;1;7;10;26;0;12;3;0;2;5;8;1;no;13;2;5;3;1;2;2;0
2nd (53);03:47;5;-5;6;10;17;10;0;10;3;0;3;13;4;3;no;12;4;3;1;1;4;2;0
3rd (52);04:20;10;-2;9;20;5;0;10;0;4;2;0;8;16;5;no;8;1;0;0;3;3;4;1
4th (48);02:57;16;-1;2;5;14;0;2;10;3;2;0;11;9;8;no;10;3;0;1;4;2;2;1
1st (57);04:59;10;-2;2;10;10;0;0;27;3;0;1;8;10;6;yes;4;2;0;3;2;3;4;1
2nd (54);03:35;16;-2;0;3;0;26;3;8;3;1;4;12;5;9;no;14;0;5;2;4;2;3;1
3rd (50);04:09;0;-6;5;5;21;25;0;0;2;0;6;4;11;3;no;12;5;6;0;1;0;3;1
4th (48);04:13;10;-2;4;10;18;0;8;0;3;0;3;8;6;7;yes;3;3;0;0;4;5;3;0
1st (63);04:02;9;-3;11;7;20;1;7;11;3;0;0;12;18;3;no;13;3;1;1;2;4;4;0
2nd (52);03:02;0;-6;3;3;11;26;0;15;3;3;3;11;9;0;no;9;2;5;2;0;1;2;2
3rd (50);03:02;9;-3;3;5;24;0;0;12;3;1;0;7;11;4;no;10;6;0;1;2;2;1;2
4th (50);03:24;18;0;0;2;0;21;3;6;1;0;4;18;10;9;no;14;0;6;1;5;2;3;1
1st (56);04:12;5;-5;3;7;26;13;0;7;3;0;2;4;13;3;no;13;5;4;1;1;0;3;1
2nd (54);03:55;10;-2;3;3;5;31;4;0;3;0;2;18;11;2;no;9;1;6;0;2;4;2;2
3rd (52);04:43;4;-4;6;20;15;1;10;0;4;0;1;10;10;1;no;8;3;0;1;1;6;3;0
4th (47);05:10;17;-1;2;10;6;0;0;13;3;2;1;14;12;10;yes;4;1;0;2;4;1;4;1
1st (66);04:35;18;0;4;3;4;4;12;21;3;0;1;15;13;6;no;9;1;1;3;4;5;1;2
2nd (55);03:01;0;-5;7;5;33;0;0;15;3;1;1;12;19;1;no;10;6;0;1;1;3;2;1
3rd (55);03:36;17;0;4;7;9;0;4;14;2;2;0;11;7;7;no;11;2;0;2;3;2;4;1
4th (39);03:36;0;-6;4;10;3;28;0;0;3;1;4;8;7;0;yes;5;1;7;0;0;1;4;1
1st (62);06:04;18;0;9;7;0;0;4;24;2;1;2;8;14;10;no;11;0;0;3;4;4;4;0
2nd (57);03:07;7;-2;1;3;10;38;0;0;3;1;7;4;3;5;no;9;2;7;0;3;0;2;2
3rd (52);05:09;3;-5;3;10;34;0;0;7;3;0;0;8;6;3;no;12;6;0;1;2;0;4;2
4th (42);03:59;5;-4;7;20;0;1;13;0;4;0;3;9;6;8;no;8;0;1;0;3;7;2;1
1st (55);03:03;15;-1;1;7;20;0;0;13;3;0;2;12;7;9;no;13;5;0;2;4;1;3;0
2nd (49);04:11;11;-3;1;10;10;18;2;0;3;0;2;18;1;4;no;12;2;5;0;2;4;1;1
3rd (40);03:45;5;-3;10;5;11;0;7;5;3;1;0;1;16;3;no;10;2;0;1;3;2;4;2
4th (38);06:00;5;-5;5;20;8;1;4;0;4;1;4;5;12;8;no;8;2;1;0;3;3;4;0
1st (64);02:59;16;0;4;7;20;0;2;15;2;1;2;6;6;5;no;11;5;0;2;2;2;3;1
2nd (57);04:12;16;0;2;10;21;0;0;8;3;1;1;21;6;8;no;12;5;0;1;4;2;2;0
3rd (54);05:21;0;-4;4;3;0;48;3;0;3;0;3;8;10;1;no;9;0;8;0;1;2;3;3
4th (49);02:29;0;-4;8;7;8;18;4;8;3;0;1;4;17;1;no;13;1;4;2;1;2;4;1
1st (58);03:33;17;-1;5;10;9;1;7;10;3;0;3;14;4;8;no;12;2;1;1;4;4;2;1
2nd (53);03:58;10;-2;0;13;24;0;0;8;3;0;0;11;6;7;no;8;5;0;1;4;2;3;0
3rd (51);04:10;3;-4;3;3;8;31;0;7;3;2;5;8;7;2;no;14;1;7;1;1;1;3;2
4th (45);04:11;5;-4;6;3;20;10;0;5;1;0;5;0;16;4;no;11;5;3;1;1;2;4;1
1st (55);03:40;0;-5;5;20;17;0;0;18;4;0;1;6;14;0;no;8;4;0;2;0;1;5;2
2nd (54);03:31;16;-1;7;5;12;0;7;8;3;1;1;7;12;7;no;10;2;0;0;3;4;4;1
3rd (51);03:27;18;0;3;10;14;0;0;6;3;1;1;14;8;10;no;12;3;0;1;5;2;1;2
4th (36);03:18;1;-5;1;3;12;16;2;6;1;1;3;14;7;6;yes;2;2;4;1;3;2;3;1
1st (56);05:59;8;-1;2;3;0;18;4;22;3;1;2;11;10;5;no;9;0;4;3;2;4;2;1
2nd (54);03:53;10;0;1;7;21;0;1;14;3;0;4;11;6;5;no;13;5;0;2;3;4;1;0
3rd (53);03:18;0;-1;0;3;15;36;0;0;2;1;6;10;6;5;no;14;3;8;0;2;0;3;1
4th (42);03:52;1;-5;8;20;14;0;4;0;4;0;0;6;16;4;no;8;3;0;0;2;3;4;2
1st (73);03:16;18;0;7;10;16;16;6;0;3;0;4;12;10;4;no;12;3;4;0;3;2;3;0
2nd (65);05:45;18;0;1;20;0;0;4;22;4;0;0;11;6;6;no;8;0;0;2;3;4;4;1
3rd (54);04:33;0;-6;8;3;5;26;10;8;3;1;2;10;13;0;no;9;1;4;2;0;4;3;3
4th (50);03:43;0;-6;1;7;26;16;0;6;3;0;6;6;10;0;no;13;7;5;1;0;0;2;0
1st (57);02:56;18;0;4;7;15;0;5;8;3;0;1;4;10;10;no;13;3;0;1;5;3;2;1
2nd (46);03:58;0;-5;4;20;4;0;4;19;4;0;0;13;2;3;no;8;1;0;3;1;4;4;1
3rd (46);04:41;4;-1;2;10;18;13;0;0;3;0;2;4;10;3;yes;2;3;3;0;2;2;3;2
4th (31);02:58;5;-3;3;5;16;0;4;1;3;2;1;7;6;6;no;10;3;0;0;3;2;4;1
1st (62);03:33;13;0;5;3;17;1;4;19;3;1;1;12;12;4;no;14;3;1;3;3;2;4;1
2nd (56);04:37;1;-5;2;10;5;34;3;6;3;0;4;16;12;1;yes;2;1;6;1;1;3;2;1
3rd (54);04:37;16;-2;9;5;12;2;4;8;2;0;2;8;18;7;no;12;3;2;1;3;3;3;1
4th (41);03:05;1;-4;1;15;21;0;0;7;3;3;0;14;8;4;yes;1;4;0;1;2;1;4;0
1st (58);04:00;18;0;2;5;3;0;8;22;2;0;0;20;6;7;no;12;1;0;3;4;3;5;0
2nd (53);04:17;9;-3;5;3;15;18;0;6;3;1;2;11;10;4;no;14;4;5;1;2;2;2;1
3rd (50);05:00;9;-3;6;10;16;9;3;0;3;0;1;12;24;6;yes;2;3;2;0;3;3;3;1
4th (40);05:26;0;-6;4;20;8;4;5;5;4;1;0;14;17;3;no;8;1;2;1;1;1;5;2
1st (57);03:15;18;0;7;7;5;0;3;17;3;0;1;0;17;11;no;13;1;0;2;6;3;3;0
2nd (54);03:40;9;-2;3;10;9;10;0;15;3;0;0;12;11;4;no;12;2;2;3;2;1;4;1
3rd (50);03:52;0;-6;2;0;7;43;4;0;0;1;4;14;6;3;yes;7;2;9;0;1;4;1;0
4th (49);03:57;8;-3;4;7;31;0;2;0;2;0;2;14;6;8;no;11;6;0;0;3;2;4;1
1st (55);03:58;0;-5;4;7;29;16;4;0;3;0;7;7;10;0;no;13;6;4;0;0;4;1;0
2nd (52);05:12;15;0;8;5;6;1;3;14;3;1;1;12;9;10;no;10;1;1;1;5;3;2;1
3rd (50);04:24;8;-2;5;10;6;0;7;16;3;0;0;11;7;7;no;12;1;0;2;3;3;5;1
4th (49);03:58;9;-3;3;3;9;9;5;14;3;0;3;8;12;3;no;14;2;2;3;2;3;5;1
1st (68);07:37;13;-3;6;20;15;0;5;12;4;0;3;13;13;5;no;8;4;0;1;2;5;2;0
2nd (57);06:09;18;0;4;7;10;0;5;13;2;0;1;12;6;9;no;11;2;0;2;4;3;5;0
3rd (48);02:52;4;-4;1;3;0;40;4;0;1;2;7;8;1;3;yes;6;0;9;0;2;1;1;2
4th (46);06:36;1;-5;6;3;23;16;2;0;3;1;2;11;24;4;no;9;4;3;0;2;2;2;3
1st (59);04:52;15;0;5;5;24;0;3;7;3;1;1;11;5;6;no;10;5;0;0;3;4;2;0
2nd (56);05:06;0;-6;7;7;17;31;0;0;3;1;2;2;19;0;no;13;3;6;1;0;1;3;0
3rd (56);07:40;18;0;2;3;12;1;7;13;2;1;0;18;10;7;no;14;2;1;2;4;3;4;1
4th (38);06:18;0;-5;4;3;0;10;4;22;1;1;1;13;10;3;no;11;0;3;3;1;3;4;2
1st (51);07:39;0;-6;10;3;26;0;5;13;1;1;3;10;26;0;yes;4;6;0;2;0;2;5;1
2nd (49);04:36;9;-3;4;20;19;0;0;0;4;2;0;18;17;6;no;8;3;0;0;3;1;3;2
3rd (44);05:16;14;-2;3;10;8;0;4;7;3;1;3;8;8;9;yes;7;3;0;1;4;4;3;0
4th (42);06:01;13;-1;5;10;6;0;5;4;3;1;0;15;0;7;yes;5;1;0;1;4;5;2;1
1st (67);07:21;16;-1;8;3;22;0;6;13;2;2;0;12;11;4;no;9;4;0;1;2;5;4;1
2nd (57);06:36;17;0;6;10;4;0;0;20;3;2;1;10;8;6;no;12;1;0;3;3;3;3;0
3rd (51);04:55;1;-4;0;3;18;26;0;7;2;0;4;12;13;1;no;14;4;7;1;1;0;3;2
4th (48);10:41;0;-5;4;7;8;31;3;0;3;0;3;7;9;0;no;13;2;6;1;0;3;2;1
1st (70);03:17;13;-1;6;10;9;0;0;33;3;0;1;11;17;4;no;12;2;0;4;3;2;3;1
2nd (62);03:08;4;-3;4;2;7;48;0;0;1;2;4;7;13;1;no;14;1;9;0;1;1;2;2
3rd (58);04:14;5;-5;6;5;30;0;10;7;3;0;2;14;12;3;no;10;7;0;0;1;5;2;0
4th (51);04:37;13;-2;1;8;15;10;0;6;2;2;2;16;6;6;yes;1;3;3;1;3;2;2;0
1st (68);03:34;8;-2;3;3;8;48;0;0;2;0;7;2;10;5;no;14;2;9;0;2;0;4;1
2nd (66);03:30;10;-1;7;10;15;0;3;22;3;0;2;4;14;4;yes;3;4;0;3;3;2;3;0
3rd (49);04:14;13;-1;0;15;10;0;5;7;3;0;3;8;2;10;yes;1;2;0;1;4;5;2;1
4th (44);03:55;0;-5;3;3;25;0;7;11;2;1;0;16;4;0;no;9;5;0;2;0;5;3;2
1st (63);02:40;12;-1;8;5;19;0;5;15;3;0;2;7;10;5;no;10;3;0;1;3;5;3;0
2nd (55);03:08;0;-6;2;3;18;10;4;24;3;1;1;6;6;0;no;14;4;3;3;0;1;4;2
3rd (53);05:26;14;0;5;7;17;0;2;8;2;1;3;1;2;9;no;11;4;0;1;3;4;3;0
4th (46);04:37;5;-2;0;0;0;36;0;7;2;1;6;6;2;6;no;13;0;8;1;3;0;2;1
1st (67);03:18;17;-1;2;5;10;31;0;3;2;0;5;14;11;6;no;12;2;7;1;3;0;2;1
2nd (59);05:32;16;-1;7;20;3;0;8;6;4;0;3;2;7;7;no;8;1;0;1;3;5;4;0
3rd (50);03:15;2;-4;5;5;12;0;6;24;3;1;0;12;10;2;no;10;2;0;3;2;2;2;3
4th (49);04:30;0;-5;2;3;18;25;0;6;3;1;3;6;6;3;no;9;3;4;1;1;1;4;2
1st (56);03:11;5;-5;2;10;6;38;0;0;3;0;5;10;6;6;yes;5;1;8;0;2;1;3;0
2nd (55);04:49;13;-1;5;7;19;1;2;9;2;0;1;11;14;8;no;11;4;1;1;3;3;4;0
3rd (51);05:23;4;-4;5;3;22;0;4;17;3;1;1;8;9;3;no;14;5;0;2;2;2;4;2
4th (49);03:19;14;-2;2;7;16;4;0;8;3;0;1;12;12;9;no;13;4;2;1;4;2;2;0
1st (60);04:00;0;-4;0;3;15;38;0;8;3;0;4;8;9;2;no;14;3;7;2;1;0;4;1
2nd (51);04:03;10;-1;8;15;0;1;9;9;3;0;1;11;6;8;yes;1;0;1;1;3;6;3;1
3rd (50);05:35;18;0;1;7;8;13;0;3;3;1;2;6;6;7;no;13;1;4;1;4;2;2;0
4th (38);04:53;1;-4;5;7;29;0;0;0;2;2;4;4;8;6;no;11;7;0;0;2;0;5;0
1st (74);02:38;0;-5;7;10;0;62;0;0;3;1;7;10;16;0;no;12;0;11;0;0;0;2;1
2nd (59);03:31;17;0;4;3;18;0;6;11;1;0;0;16;6;7;no;11;4;0;1;3;4;4;1
3rd (47);04:06;13;-2;4;7;25;0;0;0;3;0;2;2;14;11;no;13;5;0;0;4;2;3;1
4th (39);03:33;4;-3;0;3;17;0;0;18;1;1;4;10;2;6;yes;1;4;0;3;3;3;3;0
1st (54);03:56;12;-1;7;10;6;0;4;16;3;2;1;16;14;8;no;12;1;0;2;4;1;3;2
2nd (47);04:47;0;-6;5;7;29;0;5;7;3;0;1;10;18;0;no;13;6;0;2;0;2;5;0
3rd (43);07:01;9;-3;2;3;16;4;4;8;3;1;3;6;6;4;no;9;3;1;1;2;4;5;1
4th (38);05:16;10;-1;4;10;12;0;3;0;3;1;1;10;4;8;yes;7;4;0;0;4;4;3;0
1st (51);04:29;0;-5;1;10;3;38;4;0;3;0;3;8;2;0;yes;2;1;7;0;0;2;4;1
2nd (49);03:29;10;-2;5;8;4;0;4;20;2;1;1;7;5;5;yes;1;1;0;3;3;4;3;1
3rd (47);03:48;12;-2;2;10;25;0;0;0;3;1;2;4;7;6;yes;4;5;0;0;2;3;3;1
4th (45);03:47;13;-2;6;3;14;9;2;0;2;1;4;2;7;8;yes;6;3;2;1;3;2;3;1
1st (61);04:29;17;0;3;0;15;0;3;23;2;0;2;8;6;8;no;13;4;0;3;4;2;3;0
2nd (50);03:36;8;-4;8;7;22;0;9;0;2;0;4;3;9;7;no;11;4;0;0;2;6;3;1
3rd (48);03:28;3;-3;3;3;0;40;2;0;2;2;7;6;3;3;no;14;0;9;0;2;2;3;0
4th (46);02:47;6;-3;4;5;12;9;6;7;2;0;1;4;3;4;no;10;2;3;1;2;2;3;3
1st (49);05:17;6;-2;3;3;20;10;3;6;3;0;2;6;13;5;no;14;4;2;2;3;1;4;2
2nd (49);04:08;10;-1;1;20;19;0;0;0;4;2;1;15;7;7;no;8;4;0;0;3;3;2;0
3rd (45);04:02;13;-1;7;7;3;10;0;6;2;1;1;8;14;11;no;11;1;3;1;4;2;4;0
4th (38);02:40;0;-3;7;10;13;0;9;2;3;0;4;15;10;4;no;12;4;0;1;2;6;1;1
1st (51);06:04;5;-3;6;10;11;16;0;6;3;0;3;8;10;4;yes;5;2;4;1;3;1;3;1
2nd (51);05:39;12;-1;1;5;20;1;0;13;3;0;1;9;11;8;no;10;4;1;1;4;0;3;2
3rd (43);05:01;8;-3;3;3;21;0;5;6;3;0;3;6;10;8;no;14;6;0;1;3;5;2;1
4th (31);06:25;6;-4;1;3;11;13;1;0;1;0;5;11;3;7;yes;4;2;5;0;3;3;3;1
1st (70);04:57;18;0;6;7;22;0;7;10;3;0;2;5;8;5;no;13;4;0;2;3;4;2;0
2nd (66);04:38;18;0;6;5;9;1;5;22;3;0;1;7;20;6;no;10;2;1;2;3;2;5;0
3rd (52);06:45;0;-6;4;3;11;34;6;0;3;0;3;14;8;3;no;9;2;5;1;1;3;3;3
4th (46);05:24;0;-6;3;5;8;36;0;0;2;2;3;14;4;0;no;12;2;8;0;0;1;3;0
1st (64);04:07;0;-6;4;10;0;48;0;8;3;0;3;8;14;0;yes;3;0;8;2;0;2;2;1
2nd (64);07:45;18;0;3;7;18;4;2;12;3;1;2;10;13;6;no;13;4;2;1;3;1;2;1
3rd (64);03:44;18;0;2;7;21;0;5;11;2;0;0;12;7;5;no;11;4;0;2;2;1;5;2
4th (57);04:19;0;-6;9;20;15;0;14;5;4;0;3;12;8;0;no;8;3;0;1;0;8;2;0
1st (60);05:47;0;-4;5;10;13;25;0;11;3;0;4;13;14;1;no;12;3;4;3;1;1;2;1
2nd (55);08:09;16;0;3;7;19;0;3;7;3;1;1;15;6;5;no;13;4;0;1;3;4;2;0
3rd (53);08:35;16;0;6;10;5;2;4;10;3;0;1;8;22;8;yes;4;1;2;2;3;1;4;2
4th (46);09:10;0;-4;2;10;21;10;7;0;3;0;1;15;9;1;yes;2;4;2;0;1;5;2;1
1st (60);05:31;0;-4;1;3;5;48;0;7;3;1;4;16;16;5;no;9;1;7;2;2;0;3;2
2nd (58);04:03;15;0;6;5;8;1;0;23;2;0;0;9;21;8;no;10;1;1;3;4;1;4;2
3rd (51);04:43;0;-5;7;20;7;0;15;7;4;0;2;9;4;1;no;8;1;0;1;1;7;4;0
4th (50);07:29;12;0;2;7;29;0;0;0;3;2;1;11;4;5;no;13;6;0;0;3;3;1;0
1st (52);12:18;15;0;4;10;22;1;0;0;3;0;2;9;11;7;yes;4;4;1;0;3;3;3;1
2nd (52);06:05;7;-2;2;20;3;0;8;14;4;0;0;10;0;3;no;8;1;0;2;2;4;3;2
3rd (47);04:33;5;-4;0;3;17;26;0;0;2;0;3;6;8;4;yes;2;3;4;1;2;0;4;2
4th (44);06:16;5;-4;2;7;9;13;0;12;3;0;1;5;11;5;no;13;2;4;2;2;2;3;0
1st (61);07:47;13;-2;1;3;6;31;0;9;2;1;6;14;8;5;yes;6;1;7;1;2;2;2;0
2nd (52);05:21;18;0;2;10;5;9;0;8;3;0;1;8;15;9;yes;4;1;2;2;4;0;5;1
3rd (43);06:43;1;-5;4;3;17;0;10;13;2;0;3;12;4;4;no;9;4;0;2;2;6;1;2
4th (40);06:48;3;-4;5;10;21;0;5;0;3;1;0;11;18;4;yes;7;3;0;0;2;3;5;2
1st (62);07:41;13;-3;7;10;0;10;4;21;3;0;0;7;13;5;no;12;0;3;3;2;3;2;2
2nd (52);09:09;4;-4;5;3;15;13;8;8;2;0;1;17;0;3;no;9;3;4;1;2;6;3;0
3rd (46);04:20;1;-5;5;10;32;0;3;0;3;1;3;8;16;1;yes;3;7;0;0;1;2;3;1
4th (46);04:49;18;0;2;3;14;1;0;8;2;1;0;9;12;10;no;14;3;1;1;5;1;4;2
1st (57);09:01;16;-2;2;13;8;16;4;0;3;0;7;6;2;7;no;8;2;4;0;3;4;2;0
2nd (54);06:21;10;-1;1;3;16;25;0;0;2;0;3;16;11;7;yes;7;3;4;1;3;2;3;1
3rd (48);04:42;1;-3;5;3;8;16;5;13;3;0;2;8;16;4;no;9;1;3;2;2;2;5;2
4th (44);05:17;4;-3;4;7;20;0;3;9;3;1;0;5;6;3;no;13;4;0;2;2;2;4;0
1st (57);05:23;0;-4;1;5;7;48;0;0;2;1;5;16;8;2;no;12;2;8;1;1;0;2;1
2nd (56);08:24;14;-1;4;5;18;0;8;8;3;0;3;13;6;9;no;10;4;0;1;4;5;1;0
3rd (54);04:46;10;-1;4;7;20;0;4;10;2;0;2;8;10;7;no;11;4;0;1;3;2;4;2
4th (44);05:03;5;-3;11;15;8;0;3;5;3;1;2;5;18;5;yes;1;2;0;1;2;5;3;1
1st (58);04:18;17;0;6;7;7;0;3;18;2;1;2;19;23;8;no;11;2;0;3;3;3;3;1
2nd (51);03:28;4;-4;1;3;6;38;3;0;3;0;2;19;12;3;no;9;1;6;1;2;3;3;1
3rd (49);04:34;9;-2;4;5;24;0;4;5;3;0;1;18;17;7;no;10;5;0;0;4;3;1;2
4th (44);03:34;5;-5;1;20;17;0;0;6;4;0;0;10;14;6;no;8;4;0;1;2;2;4;1
1st (61);03:14;13;-1;4;5;26;0;0;14;3;0;2;13;18;7;no;10;6;0;1;4;1;2;1
2nd (55);02:21;0;-4;1;10;17;31;0;0;3;0;5;16;7;2;no;12;3;7;0;1;1;2;1
3rd (48);04:29;11;-3;4;20;3;0;6;7;4;0;1;17;8;10;no;8;1;0;1;4;5;2;1
4th (44);04:13;8;-2;6;7;7;13;0;5;3;0;2;2;15;5;no;13;1;3;2;2;2;4;1
1st (58);02:59;0;-6;0;3;17;36;0;8;2;0;4;8;9;0;no;14;3;8;1;0;1;3;2
2nd (49);02:46;10;-2;8;3;14;0;8;8;1;0;4;4;9;10;no;11;3;0;1;4;5;3;1
3rd (48);03:57;17;-1;1;3;11;10;3;4;3;0;2;12;8;11;no;9;2;2;1;5;4;3;0
4th (46);03:28;9;-3;6;5;14;0;3;12;3;2;2;6;4;6;no;10;3;0;1;3;2;4;0
1st (56);02:40;13;-1;4;7;17;1;3;12;3;1;1;8;7;6;no;13;3;1;2;4;1;3;0
2nd (50);04:02;9;0;3;7;26;0;0;5;2;2;2;16;13;9;no;11;6;0;1;3;0;3;1
3rd (50);02:52;5;-2;3;20;9;0;6;9;4;0;3;14;10;9;no;8;2;0;1;4;6;1;0
4th (34);03:31;0;-6;7;3;11;5;0;14;2;2;1;6;14;5;no;9;3;3;2;2;1;4;2
1st (64);03:03;16;0;5;5;10;9;3;16;3;0;3;12;21;8;no;10;3;2;2;4;2;1;1
2nd (58);03:32;0;-6;5;3;4;43;4;5;3;1;5;10;8;0;no;14;1;9;1;0;4;1;1
3rd (50);02:40;9;-2;1;5;33;0;0;4;2;1;1;19;7;3;no;12;7;0;1;2;2;3;0
4th (48);05:29;9;-2;4;10;7;4;7;9;3;0;1;10;15;6;yes;2;1;1;1;3;3;5;1
1st (55);02:53;12;0;2;10;23;0;0;8;3;0;1;8;9;8;yes;6;4;0;1;4;3;3;0
2nd (55);03:48;12;-1;1;10;17;10;0;6;3;0;2;12;10;6;yes;2;3;2;1;3;3;2;1
3rd (42);03:42;0;-4;1;3;5;31;0;6;1;0;3;12;6;4;yes;5;1;6;2;2;1;3;2
4th (41);04:17;5;-4;2;3;9;21;0;5;2;0;5;7;14;8;no;14;3;6;1;3;1;3;1
1st (61);03:14;14;-2;3;10;24;0;4;8;3;0;3;7;2;6;yes;5;5;0;1;3;4;2;0
2nd (59);05:21;17;-1;2;3;18;0;0;20;3;0;4;16;12;11;no;14;5;0;3;5;3;2;0
3rd (45);04:11;5;-3;10;10;5;0;8;10;3;2;0;8;15;4;yes;4;1;0;1;2;4;5;0
4th (37);04:40;0;-6;3;3;6;31;0;0;2;2;4;6;8;2;yes;6;1;7;0;1;0;3;2
1st (65);03:30;1;-5;7;3;0;47;6;6;3;0;4;8;17;1;no;9;0;8;1;1;2;2;3
2nd (60);02:47;18;0;4;7;15;0;8;8;2;0;1;16;8;9;no;11;3;0;1;4;4;4;0
3rd (56);03:13;8;-4;1;3;16;26;0;6;2;2;7;9;4;2;no;14;4;6;2;1;1;2;0
4th (45);04:29;9;-3;4;20;5;0;4;6;4;0;1;4;8;8;no;8;2;0;1;4;4;3;0
1st (59);03:04;0;-6;0;3;0;62;0;0;3;1;5;8;4;0;no;9;0;10;0;0;3;1;1
2nd (57);04:43;18;0;9;7;6;0;5;12;2;1;0;10;14;11;no;11;1;0;2;5;2;5;0
3rd (56);05:13;9;-3;5;10;18;0;7;10;3;0;1;12;13;3;yes;7;4;0;1;2;4;3;2
4th (48);03:12;9;-3;3;7;24;0;3;5;3;2;2;6;5;6;no;13;5;0;1;3;1;3;0
1st (60);04:13;1;-2;6;10;23;13;3;6;3;0;2;12;21;1;yes;2;4;3;1;1;2;3;1
2nd (50);04:29;13;-1;2;10;10;0;4;12;3;1;1;9;8;7;yes;3;2;0;2;4;2;4;0
