Place;Thinking time;VP from Military Conflicts (Victory);VP from Military Conflicts (Defeat);VP from Treasury Contents;VP from Wonder; VP from Civilian Structures;VP from Scientific Structures;VP from Commercial Structures;VP from Guilds;Constructed stages of the Wonder;Cards discarded;Chained constructions;Coins spent on commerce;Coins gained through commerce;Shields;Wonder side A;Wonder ID;Civilian Structures;Scientific Structures;Guilds;Military Structures;Commercial Structures;Raw Materials;Manufactured Goods
3rd (53);03:53;6;-2;7;20;18;0;4;0;4;0;0;12;21;5;no;8;4;0;0;3;3;3;1
4th (48);03:40;17;0;3;7;12;0;0;9;2;2;2;15;10;13;no;11;3;0;1;5;2;2;1
5th (41);03:20;9;-3;5;10;0;0;0;20;3;0;1;10;14;11;no;12;0;0;3;5;2;5;0
1st (58);04:09;0;-5;3;3;12;38;7;0;2;1;4;16;4;0;no;9;2;8;0;0;3;2;2
2nd (55);05:54;15;-1;9;7;19;0;6;0;3;0;0;8;20;10;no;13;4;0;0;5;3;3;0
3rd (52);03:00;9;-3;1;7;22;0;2;14;2;0;1;14;2;6;no;11;5;0;2;2;3;2;2
4th (51);03:53;12;-2;5;10;11;0;3;12;3;0;1;20;10;8;no;12;3;0;2;4;3;3;0
5th (46);07:12;8;-3;8;3;17;13;0;0;2;0;3;6;28;5;yes;7;4;3;1;2;2;4;1
1st (83);02:45;18;0;8;7;32;0;3;15;3;0;0;6;19;6;no;13;6;0;1;3;2;3;0
2nd (55);04:11;0;-6;2;3;5;48;3;0;3;0;5;16;8;5;no;9;1;7;1;2;3;2;1
3rd (54);04:10;12;-1;4;3;12;1;3;20;2;0;1;10;10;8;no;14;3;1;3;4;3;2;2
4th (51);03:31;14;-1;3;5;19;0;0;11;3;0;2;3;8;9;no;10;5;0;1;4;1;3;1
5th (46);05:12;0;-6;4;10;0;36;2;0;3;2;3;15;5;0;no;12;0;8;0;0;2;2;1
1st (60);02:32;12;-1;2;7;31;0;0;9;3;0;2;4;8;7;no;13;6;0;1;4;1;3;0
2nd (56);07:01;0;-4;4;3;7;43;3;0;2;0;5;10;4;0;no;14;1;9;0;0;3;3;2
3rd (54);03:09;10;-2;5;8;20;0;6;7;2;1;1;8;14;6;no;8;5;0;1;2;1;3;3
4th (52);02:47;4;-3;7;3;0;34;7;0;3;0;4;8;9;4;no;9;0;5;1;2;3;4;2
5th (51);03:17;13;-1;2;7;19;0;0;11;2;1;2;7;2;8;no;11;4;0;2;3;4;2;0
1st (56);02:57;12;-2;4;5;17;0;4;16;3;1;0;13;12;7;no;10;3;0;1;4;3;1;2
2nd (50);04:19;5;-5;9;20;3;0;0;18;4;1;0;4;18;3;no;8;1;0;2;1;3;3;3
3rd (49);03:08;12;-1;6;7;15;0;3;7;3;4;0;8;4;4;no;13;3;0;1;3;2;2;0
4th (47);06:50;4;-4;2;3;13;18;11;0;3;1;3;13;2;1;no;9;3;4;0;1;5;3;0
5th (41);04:03;11;-2;6;7;5;1;0;13;2;1;0;10;12;12;no;11;1;1;2;4;2;4;1
1st (61);03:14;9;-2;7;10;16;0;3;18;3;1;0;12;5;3;no;12;3;0;2;2;3;3;1
2nd (57);05:13;16;-1;9;5;8;0;6;14;3;0;1;1;16;7;no;10;1;0;1;3;3;4;3
3rd (56);04:03;17;0;2;7;18;10;2;0;2;0;2;12;0;8;no;11;4;3;0;3;3;3;0
4th (55);03:23;0;-4;1;3;6;36;0;13;3;1;5;4;3;1;no;14;1;8;2;1;0;3;2
5th (38);02:59;0;-5;2;0;26;2;0;13;2;0;3;4;9;5;no;13;6;2;2;2;0;3;1
1st (63);03:08;13;-1;7;10;19;0;0;15;3;0;0;12;16;4;no;12;4;0;2;3;2;3;1
2nd (62);04:21;3;-4;1;3;21;38;0;0;3;0;4;14;8;2;no;14;3;7;1;1;1;3;2
3rd (56);03:21;5;-4;9;3;15;10;3;15;3;1;2;11;19;3;no;9;3;2;2;1;4;3;1
4th (48);02:28;10;-4;6;20;8;0;8;0;4;1;2;18;17;11;no;8;2;0;0;4;2;3;2
5th (45);02:54;13;-1;4;7;9;0;5;8;3;1;2;12;7;9;no;13;3;0;1;4;5;1;0
1st (59);03:49;8;-3;7;3;0;31;3;10;3;0;4;14;22;5;no;9;0;6;1;2;2;3;3
2nd (57);05:22;4;-4;7;20;11;0;12;7;4;0;1;14;10;3;no;8;2;0;1;2;5;3;1
3rd (55);03:45;18;0;0;7;30;0;0;0;3;1;2;5;2;9;no;13;5;0;0;5;3;1;0
4th (49);04:30;4;-4;5;7;23;0;4;10;2;0;1;17;13;5;no;11;5;0;2;2;3;4;0
5th (43);03:15;10;-3;8;10;2;16;0;0;3;1;0;18;21;6;no;12;1;4;1;2;1;3;2
1st (60);03:43;16;0;9;10;13;0;3;9;3;2;1;10;10;8;no;12;2;0;1;4;2;2;2
2nd (57);03:37;8;-3;2;20;8;0;3;19;4;0;1;10;8;5;no;8;2;0;2;2;3;5;0
3rd (56);03:19;0;-5;5;3;6;38;0;9;3;1;2;7;12;0;no;9;1;7;1;0;3;2;2
4th (53);03:27;9;-2;3;5;22;0;0;16;2;0;0;8;12;4;no;10;4;0;2;2;2;4;2
5th (46);03:18;9;-2;0;3;19;16;1;0;1;1;6;11;4;6;yes;7;5;5;0;3;2;1;0
1st (78);03:36;16;0;10;7;29;0;3;13;3;0;0;2;14;4;no;13;5;0;1;2;3;4;0
2nd (63);05:07;14;0;3;20;13;0;5;8;4;0;0;4;9;7;no;8;3;0;1;3;2;5;0
3rd (62);05:04;6;-2;3;3;14;10;6;22;3;0;2;5;7;4;no;9;3;2;3;2;2;2;3
4th (61);03:57;0;-5;1;3;0;62;0;0;3;2;6;9;0;0;no;14;0;11;0;0;3;1;1
5th (52);05:09;3;-4;5;5;14;9;3;17;3;0;0;12;2;2;no;10;3;2;2;1;3;2;2
1st (52);04:48;12;-2;7;5;12;0;7;11;3;2;1;7;3;5;no;10;3;0;1;3;4;1;1
2nd (50);03:26;2;-2;0;20;26;0;4;0;4;0;0;6;2;2;no;8;5;0;0;2;2;5;0
3rd (47);02:36;0;-4;8;10;13;0;5;15;3;1;0;4;5;2;no;12;2;0;2;1;2;5;2
4th (47);04:36;10;-1;0;7;6;25;0;0;3;1;2;8;4;7;no;13;1;5;1;4;0;3;0
5th (38);02:50;10;-3;9;7;8;0;0;7;2;1;2;4;15;13;no;11;2;0;1;4;4;4;0
1st (69);03:39;0;-5;3;0;5;62;4;0;0;0;7;4;7;0;yes;5;1;11;0;0;2;2;2
2nd (63);04:13;18;0;5;3;13;0;5;19;2;1;2;14;10;7;no;9;4;0;2;4;4;3;0
3rd (63);03:26;16;-1;0;15;23;0;0;10;3;1;1;17;4;7;yes;1;4;0;1;3;4;2;0
4th (55);03:16;9;-2;6;5;25;0;0;12;3;0;1;7;18;6;no;10;5;0;1;3;1;2;3
5th (37);04:34;0;-5;3;10;0;9;4;16;3;1;1;14;17;4;yes;7;0;2;3;2;2;4;2
1st (65);02:44;13;-1;2;5;13;0;0;33;3;1;0;8;10;6;no;10;3;0;3;3;1;3;1
2nd (59);03:21;13;-1;3;7;19;0;7;11;3;1;0;24;5;4;no;13;4;0;2;3;4;1;0
3rd (48);02:54;6;-4;6;20;20;0;0;0;4;0;2;8;22;7;no;8;5;0;0;3;1;4;1
4th (48);04:19;0;-6;4;3;9;26;6;6;3;1;4;13;9;0;no;9;2;6;1;0;3;1;3
5th (43);05:51;13;-3;4;3;0;16;3;7;3;1;1;4;11;8;no;14;0;5;1;3;4;3;1
1st (72);05:18;18;0;3;10;15;0;6;20;3;0;1;24;10;6;no;12;4;0;2;3;2;3;1
2nd (59);04:13;18;0;6;5;8;0;3;19;3;1;1;3;6;7;no;10;2;0;2;4;3;2;1
3rd (57);03:25;0;-5;2;3;18;36;3;0;3;1;6;14;10;0;no;9;4;7;0;0;1;2;2
4th (56);03:23;0;-6;4;3;19;31;0;5;3;0;3;6;14;0;no;14;3;7;1;0;3;3;1
5th (46);03:28;8;-3;4;20;11;0;0;6;4;0;1;2;9;5;no;8;2;0;1;2;3;5;1
1st (55);03:21;13;-1;2;5;10;10;0;16;2;0;2;10;6;5;no;12;2;2;3;3;3;3;0
2nd (54);03:33;18;0;1;10;19;0;0;6;3;1;0;6;7;7;yes;7;4;0;1;4;0;4;2
3rd (53);02:49;0;-6;11;20;23;0;5;0;4;0;4;1;14;0;no;8;5;0;0;0;5;4;0
4th (52);04:19;13;-3;4;5;8;4;3;18;3;1;4;17;2;8;no;10;2;2;2;3;3;1;1
5th (48);03:47;1;-5;3;3;15;31;0;0;3;1;2;9;14;1;no;9;3;6;0;1;1;2;3
1st (66);03:43;0;-4;3;3;6;55;3;0;3;1;5;11;5;0;no;14;1;10;0;0;3;2;1
2nd (53);03:15;5;-3;4;5;15;0;4;23;2;0;1;9;9;3;no;10;3;0;3;1;4;4;1
3rd (51);03:23;13;-1;3;10;13;0;0;13;3;2;1;14;4;6;no;12;2;0;2;4;2;3;0
4th (49);03:18;14;-2;11;7;12;0;7;0;3;1;2;6;18;11;no;13;3;0;0;5;4;2;0
5th (46);02:45;9;-3;3;20;13;0;0;4;4;2;1;2;6;4;no;8;3;0;1;2;0;5;1
1st (56);04:22;13;-1;2;10;23;0;0;9;3;0;0;14;12;8;yes;5;4;0;1;4;0;5;1
2nd (53);03:58;4;-4;7;3;15;4;13;11;3;0;2;5;7;1;no;9;3;1;2;1;6;2;2
3rd (49);04:54;10;-2;4;7;27;0;3;0;3;1;0;6;5;8;no;13;5;0;0;4;2;2;1
4th (46);04:30;5;-5;5;10;0;31;0;0;3;0;4;7;8;3;yes;3;0;6;1;1;4;3;0
5th (45);06:06;13;-3;2;3;2;18;3;7;3;1;5;10;10;10;no;14;1;6;1;4;1;3;1
1st (64);03:05;0;-5;3;3;20;43;0;0;3;0;3;12;14;0;no;14;4;9;0;0;2;2;1
2nd (53);02:41;16;0;1;10;7;9;0;10;3;0;2;6;8;9;yes;4;1;3;1;3;3;3;1
3rd (52);02:59;12;-1;1;7;14;0;0;19;3;1;0;14;14;9;no;13;3;0;2;5;1;2;1
4th (48);04:40;0;-5;11;3;16;1;11;11;3;0;1;8;12;0;no;9;3;0;2;0;6;4;2
5th (38);02:59;10;-1;1;10;9;1;3;5;3;0;1;20;12;9;yes;3;2;1;1;5;2;2;2
1st (61);03:57;18;0;5;15;14;0;0;9;3;3;2;6;7;4;yes;1;4;0;1;2;1;4;0
2nd (53);03:25;0;-6;1;3;30;25;0;0;3;0;1;14;10;0;no;9;6;5;0;0;2;1;3
3rd (51);02:17;0;-6;10;10;20;9;8;0;3;0;4;1;5;0;no;12;3;3;0;0;5;3;1
4th (47);05:25;18;0;2;7;6;0;0;14;2;2;0;8;3;12;no;11;1;0;2;5;2;3;1
5th (46);03:08;9;-3;6;5;0;10;7;12;3;0;0;9;13;5;no;10;0;2;2;3;2;4;2
1st (58);02:36;0;-5;4;0;12;38;1;8;1;0;6;10;16;2;no;13;2;8;1;1;2;1;2
2nd (57);03:33;17;-1;6;20;11;0;4;0;4;2;0;14;8;9;no;8;2;0;0;4;2;4;0
3rd (53);02:47;13;-1;4;5;7;0;3;22;3;0;2;10;6;10;no;10;1;0;2;4;4;3;1
4th (50);03:14;4;-2;0;2;25;10;4;7;1;0;2;6;2;4;no;14;5;3;1;3;2;2;2
5th (44);04:04;6;-3;7;7;20;0;3;4;2;1;3;4;12;7;no;11;6;0;1;3;3;2;0
1st (63);03:17;6;-2;7;5;13;34;0;0;2;0;4;14;17;3;no;12;3;6;1;2;1;3;0
2nd (60);04:12;11;-2;3;3;25;10;3;7;2;0;1;7;13;4;no;14;5;3;1;2;3;3;1
3rd (56);02:46;17;0;4;7;24;0;0;4;3;0;1;2;14;9;no;13;5;0;1;4;2;2;1
4th (52);04:49;3;-5;7;3;10;16;13;5;3;1;5;9;4;2;no;9;2;3;1;1;6;4;0
5th (43);02:44;5;-3;2;20;0;0;4;15;4;2;0;22;6;7;no;8;0;0;2;3;2;4;1
1st (65);06:58;18;0;8;3;19;1;8;8;2;0;1;5;22;7;no;14;4;1;1;4;3;5;0
2nd (62);06:43;4;-4;3;20;3;0;4;32;4;0;0;14;14;3;no;8;1;0;4;2;3;2;2
3rd (57);05:01;0;-4;0;3;12;43;3;0;3;0;6;22;6;2;no;9;3;8;0;1;2;2;1
4th (49);04:16;5;0;5;0;21;10;0;8;2;1;2;6;15;8;no;13;4;3;1;3;2;1;1
5th (39);05:15;5;-2;2;5;24;0;0;5;3;1;1;10;0;8;no;10;5;0;0;3;2;3;1
1st (80);04:37;10;-2;12;20;3;0;14;23;4;0;0;10;17;1;no;8;1;0;2;1;5;5;0
2nd (70);01:53;18;0;1;7;25;0;0;19;3;0;0;2;6;7;no;13;5;0;2;4;1;3;0
3rd (60);02:42;16;-2;0;3;10;26;0;7;2;0;2;14;8;7;no;9;2;5;2;3;1;2;3
4th (53);03:42;0;-6;4;10;2;43;0;0;3;0;5;7;6;0;no;12;1;9;0;0;2;2;1
5th (46);02:14;1;-5;5;5;18;0;9;13;3;1;2;4;0;1;no;10;4;0;1;1;3;2;3
1st (72);02:02;0;-6;5;2;16;55;0;0;1;2;8;6;15;0;no;14;3;10;0;0;0;1;2
2nd (67);03:49;18;0;6;7;26;0;0;10;2;0;2;9;4;5;no;11;5;0;1;2;4;4;0
3rd (59);03:23;18;0;1;5;19;0;3;13;3;0;1;18;6;9;no;10;4;0;2;4;4;1;0
4th (47);02:38;8;-3;2;20;12;0;0;8;4;0;1;10;10;8;no;8;4;0;1;3;1;4;1
5th (45);03:30;0;-5;6;3;0;18;10;13;3;0;2;2;10;3;no;9;0;3;3;1;4;3;3
1st (73);02:41;0;-6;1;3;11;64;0;0;3;1;6;10;10;0;no;14;3;10;1;0;0;2;1
2nd (58);02:59;12;-2;7;5;14;0;7;15;2;0;2;11;14;5;no;10;3;0;2;3;5;2;1
3rd (50);03:10;13;-1;2;7;25;0;4;0;2;0;0;12;4;7;no;11;5;0;0;3;2;4;2
4th (48);01:58;15;-1;3;10;14;0;0;7;3;1;1;18;11;10;no;12;3;0;1;5;1;4;0
5th (42);03:29;5;-5;8;7;6;5;0;16;3;0;1;10;22;8;no;13;2;3;2;3;2;2;1
1st (65);02:58;13;-1;11;7;12;0;3;20;2;1;0;6;12;7;no;11;3;0;2;3;3;4;0
2nd (57);02:52;12;-1;4;7;29;0;6;0;3;0;0;12;6;5;no;13;6;0;0;3;3;3;0
3rd (52);03:01;9;-2;7;3;10;4;6;15;3;0;1;4;18;7;no;9;2;1;2;3;3;3;3
4th (48);04:19;0;-6;5;3;2;38;0;6;3;0;3;6;10;0;no;14;1;7;2;0;2;3;3
5th (47);03:02;10;-4;0;10;0;31;0;0;3;1;3;22;4;9;no;12;0;7;0;3;0;2;2
1st (58);03:32;17;0;4;0;28;0;0;9;2;0;2;10;8;9;no;13;6;0;1;4;2;3;0
2nd (53);03:43;15;0;3;7;6;16;0;6;2;0;2;8;8;8;no;11;1;5;1;3;2;3;1
3rd (45);04:59;5;-3;12;10;12;0;9;0;3;0;2;6;16;7;no;12;3;0;0;3;6;3;0
4th (39);03:08;0;-6;5;5;16;0;6;13;3;1;0;14;8;0;no;10;4;0;2;0;3;3;2
5th (37);04:35;3;-3;3;2;19;4;3;6;1;2;1;12;10;5;no;14;4;1;2;3;2;3;1
1st (63);04:33;13;-1;2;20;15;0;4;10;4;0;1;12;8;8;no;8;3;0;1;3;3;4;0
2nd (55);04:11;17;0;6;5;11;0;3;13;2;2;1;6;16;6;no;10;2;0;2;3;2;3;2
2rd (55);04:19;11;-2;6;7;10;10;3;10;3;1;1;8;14;4;no;13;2;3;2;2;2;3;0
4th (52);04:08;1;-4;0;3;14;34;4;0;3;3;3;22;5;1;no;9;2;6;0;1;2;2;2
5th (44);02:52;0;-5;11;10;3;21;4;0;3;1;3;8;13;0;no;12;1;6;0;0;4;2;1
1st (57);02:56;0;-6;4;7;6;43;3;0;3;1;5;12;6;0;no;13;1;9;0;0;3;0;1
2nd (53);06:08;13;-1;2;10;15;4;0;10;3;0;2;16;8;8;no;12;4;1;2;4;1;2;1
3rd (52);05:55;9;-3;4;3;13;10;3;13;3;3;1;12;13;4;no;9;2;2;2;2;3;3;0
4th (50);03:26;10;-4;9;7;22;0;0;6;2;0;2;6;18;10;no;11;6;0;1;3;1;5;0
5th (46);04:26;13;-1;4;5;13;0;7;5;3;1;0;9;10;7;no;10;2;0;0;4;3;3;2
1st (53);03:13;7;-3;3;20;8;0;8;10;4;1;0;12;6;3;no;8;2;0;1;2;2;4;2
2nd (50);02:44;14;-2;9;5;16;0;8;0;2;0;0;9;13;9;no;10;3;0;0;4;6;2;1
3rd (47);04:27;5;-4;4;3;12;18;4;5;3;1;3;8;14;5;no;14;3;4;2;2;1;3;2
4th (46);04:14;11;-2;0;3;4;26;0;4;1;0;6;11;6;7;yes;5;1;7;1;3;2;2;1
5th (42);03:44;7;-3;1;7;29;1;0;0;3;0;0;6;7;8;no;13;5;1;0;4;1;3;1
1st (53);04:41;17;0;3;3;12;1;3;14;2;0;2;8;14;11;no;14;3;1;2;5;3;3;1
2nd (48);03:01;1;-3;0;0;17;31;2;0;2;0;2;10;2;1;no;13;3;7;0;1;2;2;1
3rd (47);03:27;8;-2;6;20;15;0;0;0;4;0;0;6;20;9;no;8;3;0;0;4;3;3;1
4th (46);05:38;8;-4;6;10;9;4;7;6;3;0;1;10;6;5;yes;3;2;2;1;2;4;4;0
5th (41);06:25;5;-2;1;3;20;10;0;4;2;1;3;14;6;4;yes;5;5;3;1;2;1;3;0
1st (59);03:21;0;-6;4;10;8;43;0;0;3;0;7;12;6;0;no;12;2;9;0;0;3;1;0
2nd (56);03:50;13;-1;4;7;14;0;0;19;3;1;1;2;12;6;no;13;3;0;2;3;0;4;2
3rd (56);03:08;13;-1;4;3;14;0;4;19;1;0;2;11;8;5;no;11;3;0;3;3;4;3;1
4th (56);02:56;9;-3;0;10;36;0;0;4;3;0;2;10;4;3;yes;3;7;0;1;2;2;2;1
5th (48);04:06;10;-4;6;3;4;26;3;0;3;0;4;8;13;9;no;9;1;5;0;3;2;4;2
1st (60);05:02;8;-2;3;10;10;13;4;14;3;0;2;12;4;1;no;12;2;4;2;1;1;3;2
2nd (59);06:42;5;-5;3;0;6;50;0;0;0;0;7;4;14;3;no;11;1;10;0;1;1;4;1
3rd (54);05:24;9;-3;1;10;26;0;0;11;3;0;1;10;8;6;yes;7;5;0;1;3;2;3;2
4th (48);04:42;5;-5;11;7;16;0;10;4;3;0;2;2;10;3;no;13;3;0;1;1;7;3;0
5th (41);05:46;18;0;2;10;7;4;0;0;3;3;1;10;2;10;yes;2;2;1;0;5;1;3;0
1st (64);03:51;18;0;4;7;23;0;0;12;2;0;2;14;16;10;no;11;5;0;2;4;2;3;0
2nd (62);03:35;15;-1;5;7;17;0;7;12;3;0;2;12;4;5;no;13;4;0;2;3;4;2;0
3rd (61);04:39;4;-4;3;3;0;55;0;0;1;1;7;8;12;4;no;9;0;10;0;2;1;2;1
4th (59);03:31;3;-5;8;5;8;0;5;35;3;0;0;2;22;4;no;10;1;0;3;2;1;5;3
5th (42);04:04;5;-5;4;10;15;10;3;0;3;2;2;24;6;6;no;12;3;3;0;2;3;1;1
1st (69);02:43;16;-1;5;7;26;0;0;16;3;0;1;4;14;8;no;13;5;0;2;4;2;2;0
2nd (57);03:01;8;-3;8;13;14;0;9;8;3;0;0;7;16;5;no;8;2;0;1;2;3;6;1
3rd (56);03:55;16;-1;4;3;5;13;7;9;3;0;4;6;8;6;no;14;2;4;1;3;5;2;1
4th (47);03:49;1;-4;1;3;4;36;0;6;3;1;4;18;7;4;no;9;1;6;2;2;1;1;3
5th (44);02:43;2;-4;2;10;18;9;0;7;3;0;1;16;6;2;no;12;4;3;1;2;1;3;1
1st (64);04:45;18;0;7;7;16;0;8;8;2;0;3;6;15;7;no;11;4;0;1;3;4;4;0
2nd (60);03:12;1;-5;1;0;11;48;4;0;0;0;4;14;7;1;no;12;2;8;1;1;2;2;2
3rd (57);03:04;13;-1;4;7;24;0;3;7;3;1;2;12;3;7;no;13;6;0;1;3;2;2;0
4th (55);03:21;8;-2;5;5;27;0;0;12;2;0;1;4;14;4;no;10;5;0;2;2;3;3;1
5th (45);04:23;1;-5;1;3;3;36;0;6;3;0;3;11;8;1;no;14;1;8;1;1;2;2;2
1st (58);04:15;16;0;6;7;20;0;4;5;2;0;1;8;10;7;no;11;4;0;1;3;4;4;0
2nd (58);03:32;4;-3;1;3;0;48;2;3;2;2;3;16;10;3;no;14;0;8;2;2;2;2;0
3rd (50);03:51;13;-3;2;0;29;9;0;0;0;0;4;14;13;8;no;12;6;3;0;3;2;2;2
4th (49);04:36;0;-3;6;3;3;31;3;6;3;2;3;14;10;1;no;9;1;6;1;1;2;3;2
5th (45);03:05;6;-2;7;5;18;0;0;11;3;0;0;7;16;7;no;10;3;0;1;3;2;4;2
1st (51);02:22;9;-3;7;7;18;4;3;6;3;0;2;2;14;6;no;13;4;2;1;3;2;3;0
2nd (48);03:31;18;0;1;10;10;0;3;6;3;1;3;9;4;9;yes;4;2;0;1;4;3;3;1
3rd (47);03:21;1;-4;4;10;23;13;0;0;3;0;1;14;14;4;no;12;4;3;1;2;1;3;1
4th (45);02:29;8;-4;1;3;7;26;4;0;1;1;3;18;2;5;yes;2;2;6;0;2;3;1;2
5th (43);02:37;8;-3;10;5;5;0;5;13;3;0;1;8;17;8;no;10;1;0;1;4;5;2;2
1st (55);02:55;13;-1;7;7;7;0;0;22;2;1;1;5;17;5;no;11;2;0;3;2;3;4;1
2nd (51);02:55;5;-5;3;3;17;25;3;0;3;1;3;15;8;6;no;9;3;3;1;2;3;2;2
3rd (50);02:40;9;-1;6;15;17;0;4;0;3;2;1;4;12;7;yes;1;3;0;0;4;2;4;0
4th (47);04:38;0;-6;3;10;19;9;6;6;3;0;4;14;3;0;yes;7;5;3;1;0;3;3;1
5th (44);03:40;14;0;3;5;0;0;6;16;3;0;0;8;6;10;no;10;0;0;2;5;4;2;2
1st (64);04:13;0;-5;7;3;0;48;4;7;3;1;4;19;21;0;no;9;0;8;1;0;4;3;1
2nd (64);03:25;16;-1;3;3;15;10;3;15;2;0;2;22;27;9;no;14;3;3;2;4;1;3;2
3rd (57);02:58;9;-1;7;20;14;0;8;0;4;0;2;6;10;7;no;8;2;0;0;3;5;4;0
4th (45);03:01;4;-3;4;5;14;0;3;18;3;1;0;15;10;8;no;10;3;0;2;4;3;2;0
5th (41);03:28;10;-1;3;7;22;0;0;0;3;2;0;14;8;10;no;13;4;0;0;4;1;3;1
1st (59);03:03;14;-1;5;5;29;0;0;7;2;0;0;10;18;9;no;12;6;0;1;4;2;2;1
2nd (55);03:28;11;-2;7;10;11;0;3;15;3;0;2;10;24;8;yes;4;3;0;2;3;1;5;1
3rd (53);03:59;0;-4;1;10;15;31;0;0;3;0;4;9;5;0;yes;2;3;6;0;0;2;3;1
4th (52);03:06;10;-2;3;20;5;0;4;12;4;0;0;15;11;5;no;8;1;0;2;3;3;4;1
5th (48);05:01;5;-3;1;3;3;36;3;0;3;2;3;16;2;3;no;14;1;7;1;1;3;2;1
1st (54);03:49;3;-4;7;7;22;0;3;16;3;0;1;4;11;4;no;13;5;0;2;2;3;2;1
2nd (44);04:08;15;0;6;3;16;0;4;0;1;3;1;5;9;7;no;8;3;0;0;4;2;4;1
3rd (43);04:11;9;-1;2;10;19;4;0;0;3;1;1;6;8;9;yes;3;4;2;0;4;1;2;1
4th (41);03:37;0;-6;5;10;14;18;0;0;3;1;4;13;4;2;no;12;3;4;1;1;3;0;2
5th (38);03:32;7;-1;7;7;4;0;4;10;2;1;0;12;8;9;no;11;1;0;2;3;4;5;0
1st (60);03:42;9;-2;3;7;28;0;4;11;2;0;3;13;4;5;no;11;6;0;1;2;4;2;1
2nd (54);05:18;1;-4;5;3;18;13;3;15;3;2;1;10;10;1;no;14;3;4;2;1;2;4;0
3rd (54);04:22;16;0;4;3;0;25;0;6;2;1;4;6;13;8;no;9;0;5;2;4;1;2;2
4th (53);03:31;13;-1;3;20;10;0;8;0;4;0;2;12;8;8;no;8;3;0;0;3;2;4;2
5th (47);04:08;0;-4;4;10;12;25;0;0;3;0;5;4;10;2;yes;3;2;6;0;1;3;2;1
1st (59);03:14;14;-1;3;10;23;0;0;10;3;1;0;8;15;7;yes;3;4;0;1;3;1;4;1
2nd (51);02:54;14;0;4;10;10;0;6;7;3;0;1;4;6;11;yes;4;3;0;1;4;4;3;0
3rd (50);04:33;3;-3;0;3;25;0;0;22;3;0;0;13;6;3;no;14;5;0;3;2;3;3;2
4th (44);04:16;0;-6;4;3;5;25;6;7;1;0;4;4;10;0;yes;5;1;7;1;0;1;4;3
5th (39);03:16;8;-1;5;0;13;0;7;7;2;1;1;8;0;8;no;13;3;0;1;4;5;2;0
1st (60);03:06;9;-3;9;20;12;0;8;5;4;0;1;8;16;3;no;8;3;0;1;2;4;3;1
2nd (59);04:07;10;-2;3;0;8;31;0;9;1;0;3;20;16;9;no;13;1;7;1;3;1;2;2
3rd (50);03:52;14;-1;6;7;21;0;3;0;2;0;4;7;14;11;no;11;4;0;0;4;5;3;0
4th (49);04:35;0;-4;2;3;0;43;0;5;1;0;3;17;14;0;yes;7;0;8;2;0;2;3;2
5th (45);03:45;7;-2;2;3;15;4;7;9;3;1;1;22;14;6;no;9;3;1;2;4;2;2;2
1st (56);04:21;14;0;4;13;9;0;8;8;3;2;2;11;2;9;no;8;2;0;1;4;5;1;0
2nd (48);03:13;0;-3;8;7;12;0;0;24;3;0;0;2;16;3;no;13;2;0;4;2;3;3;1
3rd (47);03:26;16;0;6;5;6;0;6;8;3;3;0;11;8;8;no;10;1;0;0;4;2;3;2
4th (40);04:18;6;-2;3;3;15;1;8;6;2;0;0;14;9;7;no;9;4;1;1;3;3;4;2
5th (36);04:02;0;-5;3;3;35;0;0;0;3;1;1;8;11;4;no;14;7;0;0;2;2;5;1
1st (56);04:02;10;-2;2;20;13;0;0;13;4;0;1;10;9;4;no;8;3;0;2;3;1;4;1
2nd (55);02:26;11;-2;0;0;20;26;0;0;0;0;5;12;7;7;no;13;4;5;1;3;1;3;1
3rd (48);04:50;0;-5;2;3;0;36;0;12;3;1;3;10;8;0;no;14;0;8;2;0;3;2;2
4th (47);03:44;11;-2;11;7;11;0;5;4;2;1;1;6;9;8;no;11;3;0;1;3;3;3;2
5th (42);03:21;11;-2;6;5;15;0;3;4;3;1;1;7;12;9;no;10;2;0;0;4;3;4;1
1st (64);04:36;13;-1;4;5;6;0;4;33;3;0;0;6;14;4;no;10;1;0;4;3;1;4;2
2nd (54);03:46;5;-4;13;3;10;9;9;9;3;2;3;8;16;6;no;9;2;2;1;2;4;2;3
3rd (50);03:21;8;-1;4;10;20;0;3;6;3;0;0;12;7;6;no;12;3;0;1;4;2;5;0
4th (46);05:59;0;-5;0;10;20;21;0;0;3;0;5;12;11;0;yes;7;5;6;0;0;0;3;2
5th (45);04:07;13;-2;2;0;4;21;7;0;0;0;5;12;2;8;no;11;1;5;1;3;7;1;0
1st (83);02:54;0;-6;1;3;0;76;0;9;2;1;7;6;6;0;no;14;0;12;1;0;0;3;1
2nd (66);04:43;18;0;5;3;14;9;9;8;3;2;3;6;6;1;no;9;3;2;1;1;5;1;2
3rd (61);03:10;12;-2;3;20;12;0;4;12;4;0;0;14;12;7;no;8;2;0;1;4;4;3;0
4th (51);03:30;0;-6;11;10;16;0;7;13;3;0;1;2;13;0;yes;3;4;0;2;0;3;4;2
5th (42);02:57;15;-1;1;0;15;0;4;8;0;0;2;17;8;12;no;11;3;0;1;6;3;4;1
1st (57);03:37;12;-2;1;8;28;0;2;8;2;0;0;12;11;5;yes;1;6;0;1;3;2;2;2
