Place;Thinking time;VP from Military Conflicts (Victory);VP from Military Conflicts (Defeat);VP from Treasury Contents;VP from Wonder; VP from Civilian Structures;VP from Scientific Structures;VP from Commercial Structures;VP from Guilds;Constructed stages of the Wonder;Cards discarded;Chained constructions;Coins spent on commerce;Coins gained through commerce;Shields;Wonder side A;Wonder ID;Civilian Structures;Scientific Structures;Guilds;Military Structures;Commercial Structures;Raw Materials;Manufactured Goods
6th (41);05:46;0;-2;6;7;26;0;4;0;2;0;1;3;12;5;no;11;5;0;0;2;3;4;2
7th (37);05:36;0;-2;6;10;10;0;5;8;3;2;0;20;3;3;no;12;2;0;1;2;4;2;2
1st (54);03:10;17;0;5;5;19;0;8;0;2;0;0;18;4;11;no;10;3;0;0;5;6;2;0
2nd (53);03:38;0;-3;8;7;19;0;4;18;2;0;0;2;10;3;no;11;4;0;2;1;3;4;2
3rd (53);03:41;2;-4;3;10;9;13;3;17;3;1;3;17;4;1;no;12;3;4;2;1;3;1;0
4th (50);03:09;3;0;0;2;11;25;0;9;1;1;6;8;2;3;no;14;3;6;1;2;4;0;1
5th (49);04:37;13;-3;7;10;12;10;0;0;3;0;4;4;20;8;yes;6;3;3;0;3;3;3;0
6th (46);03:43;4;-1;6;3;28;0;6;0;2;3;0;14;10;3;no;9;5;0;0;2;2;3;3
7th (38);02:19;8;-4;6;20;8;0;0;0;4;1;1;8;21;8;no;8;2;0;0;3;1;5;2
1st (68);03:39;18;0;1;3;16;16;3;11;3;0;4;20;11;6;no;9;3;3;1;4;3;2;0
2nd (57);04:19;16;0;7;7;19;0;2;6;2;2;2;16;4;5;no;11;4;0;1;2;5;2;0
3rd (55);04:42;9;-2;0;10;0;38;0;0;3;1;3;6;4;1;yes;7;0;7;1;1;0;3;3
4th (53);02:43;0;-5;9;10;27;0;4;8;3;1;1;12;21;5;no;12;5;0;1;2;1;3;2
5th (53);04:53;16;-1;0;10;4;0;0;24;3;1;1;10;7;10;yes;3;1;0;3;4;3;3;0
6th (50);02:40;1;-4;13;7;10;0;15;8;3;0;1;1;17;1;no;13;2;0;1;1;7;3;1
7th (43);02:59;0;-6;5;20;20;0;4;0;4;2;3;5;6;0;no;8;6;0;0;0;3;3;0
1st (62);05:06;3;-2;0;3;4;48;6;0;3;2;5;16;2;2;no;9;1;8;0;1;1;0;3
2nd (59);03:57;3;-1;8;7;23;0;3;16;3;0;1;0;7;2;no;13;5;0;2;1;4;3;0
3rd (56);02:50;16;-1;5;7;21;1;7;0;2;0;3;10;10;9;no;11;5;1;0;3;5;2;0
4th (47);03:41;18;0;4;8;12;0;5;0;2;1;4;8;6;10;no;8;3;0;0;5;5;2;0
5th (44);04:24;1;-5;7;10;10;10;3;8;3;0;3;11;12;6;no;12;2;3;1;3;3;2;1
6th (43);03:55;6;-4;7;3;19;9;3;0;1;2;4;4;16;4;yes;7;4;3;0;2;2;3;1
7th (42);03:38;5;-3;4;5;6;16;0;9;3;1;3;6;2;3;no;10;1;3;2;1;2;3;2
1st (60);03:21;8;-4;5;2;0;40;3;6;1;0;6;10;13;2;no;14;0;9;1;1;2;3;2
2nd (56);04:32;1;-4;5;10;32;0;3;9;3;1;2;19;9;1;no;12;7;0;1;1;2;3;0
3rd (54);04:20;17;0;6;3;6;1;3;18;3;0;2;7;13;11;no;9;1;0;2;5;5;2;2
4th (49);04:24;3;-3;9;13;14;0;6;7;3;0;2;8;19;3;no;8;2;0;1;2;6;3;1
5th (49);04:25;17;0;0;5;15;10;0;2;3;2;2;16;10;8;no;10;3;3;0;4;1;1;1
6th (42);02:14;11;-2;1;7;18;0;0;7;2;1;2;9;2;12;no;11;4;0;1;4;3;2;1
7th (32);03:04;3;-5;4;7;5;0;10;8;3;0;1;2;5;10;no;13;1;0;1;4;4;4;1
1st (58);04:55;10;-2;9;3;12;9;9;8;3;1;2;11;12;3;no;9;2;2;1;2;6;1;2
2nd (58);05:44;9;-2;5;3;14;10;4;15;2;0;2;18;18;6;no;14;3;3;2;3;3;4;0
2rd (58);03:29;16;-2;5;10;11;10;4;4;3;0;1;24;19;7;no;12;2;3;1;3;2;2;2
4th (53);03:13;0;-4;6;20;21;0;4;6;4;0;2;13;15;4;no;8;4;0;1;2;4;3;0
5th (53);05:00;8;0;4;3;23;0;1;14;1;0;2;9;11;6;yes;4;5;0;2;3;4;3;0
6th (53);03:15;9;0;1;7;20;16;0;0;3;0;5;4;5;6;no;13;5;4;0;3;1;2;0
7th (37);05:21;0;-6;3;10;13;2;8;7;3;0;1;5;4;0;yes;3;3;2;1;0;3;4;2
1st (58);02:33;16;-1;7;7;18;0;2;9;3;1;1;2;17;8;no;13;4;0;1;3;1;4;1
2nd (57);04:32;9;-2;7;20;13;0;4;6;4;0;0;4;15;4;no;8;3;0;1;2;3;3;2
3rd (55);04:00;1;-4;2;10;21;25;0;0;3;1;5;14;2;1;no;12;5;4;1;1;2;1;0
4th (53);03:35;13;-1;12;7;12;0;2;8;2;1;1;5;20;10;no;11;2;0;1;3;4;4;1
5th (52);04:16;13;-1;3;10;11;0;3;13;3;2;0;11;4;8;yes;3;2;0;2;4;2;3;0
6th (52);05:05;0;-5;0;3;6;48;0;0;3;2;4;23;2;3;no;9;2;8;0;1;4;0;0
7th (48);04:03;6;-2;3;3;17;10;4;7;3;1;3;10;9;7;no;14;3;3;1;4;4;1;1
1st (63);03:17;8;-2;2;7;6;31;0;11;3;0;4;8;7;3;no;13;1;7;1;2;2;1;1
2nd (55);05:27;13;-2;3;5;18;0;4;14;3;1;3;11;6;5;no;10;4;0;2;2;4;1;1
3rd (53);06:03;17;-1;9;2;11;2;0;13;1;0;3;8;22;9;no;14;3;2;2;4;2;4;1
4th (45);04:30;5;-4;4;3;30;0;7;0;1;1;3;11;12;5;yes;4;7;0;0;2;4;3;0
5th (43);06:00;6;0;2;13;16;0;3;3;3;1;2;24;9;8;no;8;3;0;1;4;4;2;0
6th (42);06:19;1;-2;5;10;12;16;0;0;3;0;1;20;22;8;no;12;2;3;1;4;1;3;1
7th (39);04:14;0;-5;11;3;15;9;6;0;2;2;3;4;8;3;no;9;3;3;0;1;4;3;2
1st (75);03:30;13;-1;1;3;15;18;0;26;2;0;3;14;12;3;no;14;2;5;3;2;1;3;2
2nd (60);04:02;18;0;3;5;21;0;4;9;3;0;1;4;6;4;no;10;4;0;1;3;3;4;0
3rd (50);03:25;0;-6;5;2;7;36;6;0;1;0;7;6;5;0;no;12;2;8;0;0;6;1;0
4th (47);04:13;5;-5;4;20;12;2;0;9;4;0;5;11;16;5;no;8;3;2;1;2;3;2;1
5th (43);03:31;10;-1;9;3;6;0;10;6;1;0;2;7;14;11;no;11;1;0;1;5;5;5;0
6th (42);05:20;0;-6;4;3;11;10;3;17;3;3;0;16;8;2;no;9;2;2;2;1;2;2;3
7th (42);05:57;14;-1;3;7;16;0;3;0;3;1;2;8;5;14;no;13;3;0;0;6;3;1;1
1st (66);03:50;12;-1;7;20;17;0;4;7;4;0;0;6;12;5;no;8;3;0;1;3;3;4;0
2nd (64);03:00;3;-5;1;3;7;55;0;0;2;0;5;5;3;2;no;14;1;10;0;1;3;2;1
3rd (54);03:56;0;-3;6;10;12;0;4;25;3;0;0;8;9;4;no;12;2;0;3;2;2;4;2
4th (54);03:30;13;-3;3;3;5;25;0;8;1;1;4;6;7;6;no;11;2;4;2;2;0;3;3
5th (54);03:58;11;-1;1;5;27;0;3;8;3;1;3;10;3;7;no;10;6;0;0;3;1;2;2
6th (48);03:44;1;-4;5;3;16;18;5;4;3;1;3;5;6;1;no;9;3;4;1;1;5;2;0
7th (48);03:43;17;0;3;7;17;0;4;0;3;0;3;4;4;8;no;13;3;0;0;4;4;4;0
1st (61);04:23;17;0;8;7;13;1;8;7;2;0;2;16;20;7;no;11;2;1;1;3;4;3;2
2nd (60);04:11;9;-2;9;7;10;10;3;14;3;0;1;8;14;4;no;13;2;3;2;2;3;3;0
3rd (56);02:21;3;-4;4;10;0;43;0;0;3;1;6;9;0;2;no;12;0;9;0;1;2;0;2
4th (55);04:31;17;0;2;13;19;0;4;0;3;0;3;4;5;8;no;8;4;0;0;4;4;3;0
5th (53);03:40;0;-6;4;3;7;31;8;6;3;0;2;12;12;0;no;9;1;6;1;0;3;4;2
6th (51);06:36;9;-2;4;10;30;0;0;0;3;1;2;8;12;3;yes;7;6;0;0;2;3;3;1
7th (41);04:56;5;-4;5;5;16;0;4;10;3;1;3;16;10;6;no;10;5;0;1;2;5;1;0
1st (66);03:25;0;-5;4;3;0;55;0;9;2;1;3;10;13;0;no;14;0;9;2;0;2;2;2
2nd (56);03:24;13;0;0;10;14;0;2;17;3;0;3;11;10;8;yes;3;3;0;2;3;4;2;1
3rd (55);03:37;17;0;7;3;10;13;5;0;3;1;3;7;12;6;no;9;2;3;0;3;5;1;2
4th (53);02:32;0;-4;3;10;19;16;3;6;3;0;4;12;4;1;no;12;4;4;1;1;2;3;0
4th (53);02:39;16;0;3;7;20;0;0;7;3;0;2;6;10;13;no;13;4;0;1;6;1;3;0
6th (46);02:51;9;-2;8;7;14;0;10;0;2;1;0;6;10;10;no;11;2;0;0;4;2;4;3
7th (40);03:05;0;-4;7;15;19;0;3;0;3;4;2;12;5;5;yes;1;5;0;0;2;2;2;0
1st (65);05:10;18;0;4;7;6;18;3;9;3;0;4;6;3;8;no;13;1;5;1;4;2;2;0
2nd (57);04:18;0;-5;6;10;18;25;3;0;3;0;3;10;4;0;no;12;3;4;1;0;2;3;2
3rd (53);06:17;3;-4;10;7;11;0;7;19;2;0;2;9;20;4;no;11;3;0;3;1;5;4;0
4th (50);04:56;8;-2;11;3;13;1;10;6;3;1;2;3;15;4;no;9;2;0;1;2;6;3;2
5th (50);04:55;14;0;3;5;20;0;0;8;3;0;1;8;9;10;no;10;4;0;1;5;3;2;0
6th (47);06:52;10;-2;5;3;11;20;0;0;2;0;3;24;26;8;yes;7;2;6;0;3;2;3;1
7th (28);07:18;1;-3;0;8;12;4;0;6;2;4;2;24;7;5;yes;1;3;2;1;3;1;1;1
1st (70);03:50;16;-1;4;7;28;0;0;16;3;0;1;12;18;5;no;13;6;0;3;2;1;2;1
2nd (60);02:34;17;0;8;5;18;0;5;7;3;0;2;3;11;8;no;10;4;0;0;4;5;2;0
3rd (54);02:49;0;-5;3;10;15;31;0;0;3;2;4;20;9;0;no;12;3;7;0;0;1;1;1
4th (54);04:03;8;-2;2;3;8;31;4;0;1;0;4;16;7;4;no;11;1;6;1;2;4;1;2
5th (53);06:47;10;-2;5;3;9;13;3;12;3;1;2;13;12;3;no;9;2;3;2;2;4;2;1
6th (50);04:22;8;-4;9;10;9;0;3;15;3;0;1;5;12;4;yes;7;2;0;2;2;6;4;0
7th (47);04:21;1;-4;5;20;17;0;8;0;4;0;2;12;12;1;no;8;4;0;0;1;4;4;1
1st (58);02:58;15;-1;2;7;27;0;2;6;3;0;1;10;9;8;no;13;5;0;1;4;2;3;0
2nd (52);04:20;8;-1;6;3;19;1;3;13;3;1;0;16;11;7;no;9;3;0;2;3;4;2;3
3rd (52);03:49;12;-2;5;3;3;28;3;0;3;1;2;8;19;6;no;14;1;7;0;3;2;3;1
4th (50);04:42;5;0;6;13;11;0;0;15;3;0;2;14;26;7;no;8;3;0;2;4;3;3;0
5th (45);04:43;5;-2;6;3;8;16;1;8;1;0;3;7;18;6;no;11;2;3;2;2;3;2;3
6th (41);05:15;0;-4;1;10;6;18;0;10;3;0;3;20;6;5;no;12;1;5;1;2;2;3;1
7th (39);04:05;0;-5;1;5;27;0;3;8;3;1;2;20;6;7;no;10;6;0;0;3;4;1;0
1st (62);06:28;16;-1;7;10;8;13;0;9;3;0;3;12;14;7;no;12;1;4;1;3;2;3;1
2nd (56);04:49;8;-2;6;20;5;0;4;15;4;0;1;16;8;5;no;8;1;0;2;2;5;4;0
3rd (53);05:58;17;-1;3;10;13;0;5;6;3;1;2;13;2;8;yes;4;3;0;1;3;5;2;0
4th (52);05:30;0;-5;6;3;24;16;8;0;2;0;6;5;6;0;no;14;5;5;0;0;6;2;0
5th (51);03:59;10;-2;5;7;18;0;7;6;3;0;1;0;5;7;no;13;4;0;1;4;2;4;0
6th (46);04:09;8;-4;5;10;22;5;0;0;3;0;1;2;15;5;yes;3;4;3;0;2;1;2;3
7th (46);04:14;2;-4;2;3;0;43;0;0;2;3;4;8;6;1;no;9;0;9;0;1;0;2;3
1st (56);03:15;1;-3;5;7;20;2;0;24;3;0;1;6;12;1;no;13;4;2;3;1;3;2;0
2nd (51);03:30;18;0;11;7;11;0;4;0;2;0;2;4;20;12;no;11;2;0;0;5;4;2;3
3rd (51);06:28;16;-2;6;3;14;1;10;3;3;0;1;12;10;7;no;14;4;1;1;3;4;3;2
4th (46);04:11;1;-2;1;3;7;36;0;0;3;1;5;9;8;3;no;9;1;7;0;2;2;1;2
5th (45);03:22;5;-3;3;15;20;1;4;0;3;0;1;12;9;4;yes;1;4;1;0;2;2;4;2
6th (43);03:38;4;-1;1;5;24;0;0;10;3;2;1;12;3;3;no;10;5;0;1;2;3;1;1
7th (36);03:07;5;-5;2;10;11;0;0;13;3;1;1;15;8;8;yes;5;2;0;2;3;3;3;1
1st (66);03:46;8;-2;6;3;33;10;8;0;3;0;2;9;18;2;no;9;6;2;0;1;4;2;2
2nd (66);06:05;16;-1;1;3;21;13;2;11;2;0;4;22;13;7;no;14;5;4;1;3;2;3;0
3rd (56);02:39;17;0;4;7;11;0;0;17;2;1;2;4;8;8;no;11;3;0;2;3;4;3;0
4th (54);06:15;3;-3;5;7;11;10;6;15;3;0;0;12;9;3;no;13;2;3;2;2;3;3;0
5th (54);03:33;0;-5;3;3;4;31;6;12;1;0;4;12;3;0;yes;3;1;6;3;0;3;1;3
6th (46);02:54;4;-3;7;10;20;1;3;4;3;0;3;12;17;6;no;12;5;1;1;3;2;3;0
7th (41);04:34;10;-2;3;20;0;10;0;0;4;0;3;13;16;7;no;8;0;4;0;3;2;4;1
1st (66);03:21;13;-1;5;10;12;0;3;24;3;0;1;22;12;5;no;12;3;0;3;3;3;2;1
2nd (63);03:29;0;-5;2;3;8;55;0;0;3;1;4;18;7;0;no;14;2;9;1;0;2;2;1
3rd (55);04:39;17;0;6;7;6;13;6;0;2;1;2;13;10;8;no;11;1;4;0;3;5;0;2
4th (54);04:05;8;-3;8;5;11;0;3;22;3;0;1;5;18;4;no;10;2;0;3;2;3;4;1
5th (51);02:45;5;-2;4;20;24;0;0;0;4;1;2;10;20;6;no;8;5;0;0;2;2;3;1
6th (48);05:49;5;-2;8;3;32;0;2;0;2;3;3;14;26;6;no;9;7;0;0;2;2;2;2
7th (47);03:33;4;-3;0;7;14;25;0;0;3;0;3;18;7;1;no;13;3;6;0;1;2;3;0
1st (60);04:40;10;-1;11;3;24;0;5;8;1;0;2;12;15;7;no;11;4;0;1;3;5;3;1
2nd (57);05:40;8;-3;9;5;22;0;6;10;3;0;0;5;20;5;no;10;4;0;1;2;3;3;2
3rd (56);05:11;4;-3;2;3;9;31;0;10;3;1;2;10;14;1;no;9;2;6;1;1;1;3;2
4th (53);04:14;10;-1;1;3;6;18;0;16;2;1;4;12;12;10;no;14;2;5;2;4;0;2;2
5th (49);06:54;5;-4;2;10;20;16;0;0;3;2;3;26;8;3;no;12;4;5;0;1;3;0;0
6th (49);03:38;8;-2;0;0;11;31;1;0;1;1;7;14;2;7;no;13;2;7;0;3;4;0;0
7th (42);06:06;9;-2;4;20;7;0;4;0;4;0;1;2;10;6;no;8;3;0;0;3;4;4;0
1st (70);04:18;3;-3;0;3;4;55;0;8;3;1;5;8;3;2;no;14;1;10;1;1;0;3;1
2nd (64);02:39;18;0;6;5;16;0;6;13;3;1;0;8;11;5;no;10;3;0;1;4;2;3;1
3rd (57);04:59;10;-3;0;10;2;38;0;0;3;0;5;11;2;3;yes;2;1;7;0;1;4;1;1
4th (51);04:55;8;-2;6;8;19;0;4;8;2;1;2;14;21;7;no;8;4;0;1;3;2;3;2
5th (50);02:44;4;-4;11;10;16;1;8;4;3;1;2;5;11;1;no;12;3;1;1;1;5;2;1
6th (50);05:46;1;-5;4;7;22;0;2;19;2;0;3;19;11;2;no;11;5;0;3;0;7;0;1
7th (45);03:29;13;0;4;10;16;1;1;0;3;1;1;8;14;10;yes;6;3;1;0;4;1;3;2
1st (55);02:59;2;-4;4;15;23;0;2;13;3;0;1;10;20;1;yes;1;4;0;2;1;3;4;1
2nd (52);02:51;8;-4;3;10;22;0;0;13;3;0;3;14;11;5;no;12;5;0;2;2;4;1;1
3rd (52);05:02;8;-3;2;10;20;1;0;14;3;0;4;10;9;5;yes;6;5;1;2;2;2;3;0
4th (49);03:25;12;-2;7;3;22;0;7;0;1;0;2;6;4;8;yes;4;4;0;0;4;4;3;2
5th (45);03:35;17;-1;3;3;12;1;3;7;1;3;3;7;4;6;no;9;3;1;1;3;3;2;1
6th (37);02:56;2;-4;1;0;10;28;0;0;1;0;5;4;8;5;no;10;2;7;0;3;0;4;1
7th (35);03:36;13;-2;1;3;0;20;0;0;2;2;6;7;2;10;yes;7;0;6;0;4;1;1;3
1st (68);05:00;17;0;5;7;16;0;4;19;2;0;1;13;12;8;no;11;3;0;2;3;4;4;0
2nd (59);04:13;0;-6;6;3;2;50;4;0;3;0;4;10;15;0;no;14;1;10;0;0;3;2;2
3rd (56);03:48;4;-3;2;20;29;0;4;0;4;0;1;20;13;3;no;8;5;0;0;2;2;3;2
4th (55);04:15;17;0;3;0;10;21;4;0;1;2;7;9;0;5;no;13;2;6;0;3;4;0;0
5th (49);03:17;1;-4;9;10;23;0;10;0;3;1;2;6;4;1;no;12;5;0;0;1;5;2;1
6th (44);04:15;16;-2;6;5;19;0;0;0;3;1;4;2;16;10;no;10;5;0;0;4;2;3;0
7th (44);03:44;5;-3;5;10;0;18;0;9;3;1;1;13;13;4;yes;2;0;3;2;2;3;3;1
1st (68);03:31;17;0;6;13;22;0;0;10;3;0;2;5;12;6;no;8;4;0;1;3;3;3;1
2nd (54);03:20;0;-5;6;10;13;26;4;0;3;0;3;8;8;0;no;12;3;6;0;0;3;1;2
3rd (53);03:26;12;-1;8;7;9;0;5;13;3;1;1;10;19;8;no;13;2;0;2;4;2;3;1
4th (45);04:49;15;0;4;3;15;0;2;6;3;0;2;9;18;10;no;14;3;0;1;5;4;4;1
5th (45);04:48;0;-5;3;3;12;18;0;14;3;0;1;12;13;4;no;9;2;4;2;2;1;3;3
6th (43);02:53;13;-2;1;5;3;10;7;6;2;0;1;19;6;10;no;10;1;3;1;4;5;2;0
7th (36);03:34;0;-4;3;7;26;0;4;0;2;2;1;18;5;7;no;11;5;0;0;2;3;4;0
1st (55);02:41;8;-2;6;10;21;0;5;7;3;1;1;5;10;3;yes;3;3;0;1;2;5;3;0
2nd (54);02:40;16;-1;10;7;10;0;7;5;3;1;0;2;17;7;no;13;3;0;1;3;3;4;0
3rd (54);03:46;10;-2;6;10;11;4;3;12;3;0;2;11;8;4;no;12;3;2;2;2;3;3;0
4th (52);04:04;0;-6;5;3;12;38;0;0;3;1;2;10;10;0;no;9;2;7;0;0;3;1;3
5th (47);03:26;5;-4;3;20;14;9;0;0;4;0;4;12;4;5;no;8;3;3;0;2;2;3;1
6th (45);04:18;5;-5;1;3;16;25;0;0;3;0;6;10;13;8;no;14;4;4;1;3;3;2;1
7th (38);04:45;18;0;1;3;7;0;3;6;2;4;1;18;6;10;yes;4;2;0;1;4;2;3;0
1st (66);03:38;8;-3;3;3;23;16;0;16;2;0;2;16;6;2;no;14;5;5;2;1;3;2;0
2nd (58);02:50;0;-5;6;20;16;0;0;21;4;0;1;5;24;0;no;8;4;0;3;0;2;4;1
3rd (56);05:58;12;-1;3;5;23;0;8;6;2;0;1;10;5;5;no;10;4;0;1;3;2;3;3
4th (52);06:52;14;-1;4;2;8;25;0;0;1;0;4;5;13;7;no;12;1;6;0;3;2;4;1
5th (44);05:38;9;-2;4;3;4;18;8;0;3;1;2;14;9;6;no;9;1;3;1;3;4;2;2
6th (42);04:06;17;0;5;0;18;0;2;0;0;1;2;8;11;11;no;11;4;0;0;5;5;2;1
7th (42);05:53;0;-6;1;10;6;31;0;0;3;4;6;11;1;3;yes;6;2;7;0;1;1;0;0
1st (66);04:14;18;0;2;15;14;0;2;15;3;0;0;18;16;7;yes;1;2;0;2;5;3;2;1
2nd (58);04:45;13;-1;1;10;14;0;8;13;3;2;3;13;2;7;yes;4;3;0;1;3;5;1;0
3rd (56);05:01;0;-6;5;3;16;38;0;0;3;1;3;7;18;0;no;14;3;8;0;0;2;3;1
4th (53);03:13;9;-1;11;10;0;21;3;0;3;0;3;9;14;4;no;12;0;6;0;2;3;2;2
5th (52);04:35;13;-2;5;3;6;16;0;11;2;1;3;10;17;8;yes;6;1;5;1;3;1;3;1
6th (50);03:32;0;-4;4;3;18;10;3;16;3;2;2;19;10;1;no;9;4;2;2;1;4;2;0
7th (49);02:56;5;-4;3;10;33;0;2;0;3;0;3;14;13;6;yes;3;8;0;0;2;2;2;1
1st (58);03:27;17;-1;4;7;18;0;6;7;2;0;1;14;4;8;no;11;3;0;1;3;4;4;1
2nd (58);04:32;3;-4;3;2;10;36;0;8;1;0;4;12;5;1;no;14;2;8;1;1;3;1;2
3rd (56);02:54;11;-3;10;7;8;0;8;15;3;0;1;5;10;7;no;13;2;0;2;3;5;3;0
4th (52);05:57;5;-3;3;0;20;13;0;14;0;0;2;8;18;4;no;12;4;3;3;3;1;4;0
5th (45);04:51;15;-1;0;5;12;1;2;11;3;0;2;4;0;9;no;10;4;1;1;4;2;1;2
6th (43);02:47;6;-4;4;3;15;10;3;6;3;2;1;14;13;6;no;9;2;2;1;3;1;4;2
7th (40);04:13;5;-4;4;0;11;18;6;0;0;0;3;1;8;6;yes;1;2;5;0;2;4;2;3
1st (66);05:28;18;0;2;7;36;0;3;0;3;1;1;4;2;4;no;13;7;0;0;3;2;2;0
2nd (63);05:20;17;0;6;7;19;0;4;10;2;1;1;20;20;8;no;11;4;0;1;3;2;4;1
3rd (61);04:36;16;-1;7;3;0;26;10;0;3;0;6;7;9;7;no;14;0;5;1;3;7;1;1
4th (57);05:09;0;-5;5;3;15;31;8;0;3;0;4;14;14;1;no;9;3;6;0;1;4;1;2
5th (56);06:32;0;-6;8;10;19;9;0;16;3;0;2;0;13;0;no;12;4;3;2;0;0;4;2
6th (48);07:45;10;-2;3;15;3;9;3;7;3;0;3;14;3;6;yes;1;1;3;1;3;5;2;0
7th (38);06:13;0;-5;1;10;23;1;0;8;3;0;1;14;12;6;yes;3;5;1;1;2;3;3;0
1st (63);05:53;17;-1;0;5;21;0;0;21;3;0;2;14;4;8;no;10;4;0;2;4;1;3;1
2nd (56);04:32;0;-6;2;3;21;36;0;0;3;0;4;6;8;0;no;14;4;8;0;0;1;3;2
3rd (55);04:13;14;0;8;7;6;13;0;7;2;0;2;3;20;9;no;11;1;3;2;3;2;4;1
4th (47);05:22;10;-2;10;3;9;0;11;6;2;1;0;6;11;7;no;9;2;0;1;4;4;3;3
5th (45);04:31;9;-3;9;10;6;9;5;0;3;1;4;7;6;6;no;12;1;3;0;3;5;1;1
6th (44);06:07;9;-1;2;0;7;10;8;9;1;0;2;16;2;6;no;13;3;3;1;3;7;0;0
7th (42);03:06;0;-6;3;13;13;0;5;14;3;0;1;6;7;2;no;8;3;0;2;1;3;5;1
1st (62);03:26;8;-3;3;3;8;43;0;0;2;0;6;6;8;2;no;14;2;9;0;1;3;1;2
2nd (61);02:49;17;0;2;10;21;0;4;7;3;0;1;11;4;8;yes;3;4;0;1;4;4;2;0
3rd (58);03:30;18;0;7;7;11;0;2;13;2;2;1;8;10;9;no;11;3;0;2;4;2;3;0
4th (57);03:31;9;-2;8;10;24;0;8;0;3;1;3;3;8;4;yes;6;5;0;0;2;5;2;0
5th (56);03:20;0;-5;5;3;14;26;6;7;3;0;3;6;4;0;no;9;2;4;2;0;2;3;3
6th (45);03:03;0;-6;8;10;16;0;3;14;3;1;1;12;2;0;no;12;4;0;2;0;3;4;1
7th (43);03:31;8;-2;5;20;6;1;5;0;4;0;3;2;12;6;no;8;1;1;0;3;4;5;0
1st (65);03:00;17;0;8;7;24;0;3;6;3;0;0;12;20;8;no;13;4;0;1;4;3;3;0
2nd (63);03:21;18;0;12;10;14;0;9;0;3;0;3;12;17;9;no;12;2;0;0;4;6;3;0
3rd (55);04:30;17;0;6;7;14;1;0;10;2;2;1;6;12;5;no;11;3;1;1;2;0;5;2
4th (49);03:34;0;-3;6;0;4;31;4;7;0;3;4;14;17;3;no;14;1;7;1;1;1;2;2
5th (49);04:49;0;-3;3;5;21;0;3;20;3;1;3;20;10;3;no;10;6;0;2;1;4;0;1
6th (37);04:04;0;-4;4;10;20;4;3;0;3;3;4;8;8;1;yes;2;5;1;0;1;3;2;0
7th (37);03:23;0;-6;1;20;15;0;1;6;4;2;0;18;6;0;no;8;4;0;1;0;4;1;2
1st (60);03:10;8;-1;5;7;8;0;5;28;3;0;0;14;4;4;no;13;2;0;4;2;5;2;0
2nd (58);04:23;0;-5;1;3;11;48;0;0;3;1;4;9;8;2;no;14;2;8;1;1;1;2;2
3rd (50);04:05;18;0;1;5;18;0;0;8;3;1;1;17;9;9;no;10;3;0;1;5;1;3;1
4th (49);02:37;13;0;6;15;11;0;0;4;3;0;2;1;18;10;yes;1;2;0;1;4;3;4;1
5th (49);04:03;8;-4;6;10;20;0;2;7;3;2;1;16;13;6;no;12;4;0;1;3;1;3;1
6th (45);03:35;8;-3;7;7;18;1;0;7;2;1;2;10;9;7;no;11;4;1;1;2;3;2;2
7th (35);03:52;2;-4;14;3;8;0;12;0;2;3;0;12;18;5;no;9;1;0;0;3;6;3;2
1st (59);07:19;12;-1;5;10;30;0;3;0;3;0;2;2;11;7;yes;3;6;0;0;4;2;2;1
2nd (54);04:07;11;-1;7;7;6;13;3;8;3;0;1;3;13;4;no;13;1;4;1;2;2;5;0
3rd (52);04:38;10;-2;3;3;17;1;5;15;3;0;2;6;6;6;no;14;4;1;2;3;3;5;0
4th (49);05:40;5;-4;0;10;23;10;5;0;3;0;3;11;1;3;yes;2;5;2;0;1;5;1;1
5th (48);03:22;3;-3;5;10;15;13;0;5;3;0;1;3;4;2;no;12;3;4;1;1;2;2;2
6th (42);07:06;4;-4;0;8;14;10;2;8;2;0;1;10;4;1;yes;1;3;2;2;1;4;3;1
7th (38);03:05;11;-1;1;3;15;0;3;6;1;0;2;6;2;11;yes;4;4;0;1;5;2;3;2
1st (53);05:02;16;0;5;7;10;0;3;12;3;0;1;6;12;10;no;13;2;0;2;4;3;3;1
2nd (52);05:37;14;-2;6;15;14;0;0;5;3;1;1;10;19;9;yes;1;3;0;1;4;1;4;1
3rd (51);03:35;8;-2;8;3;19;0;15;0;3;0;4;5;9;5;no;14;5;0;0;2;8;2;1
4th (49);03:15;0;-5;6;10;7;26;0;5;3;0;3;16;10;2;no;12;2;6;1;1;2;1;2
5th (46);05:18;8;-1;7;10;14;0;8;0;3;1;1;14;9;6;yes;4;2;0;0;3;5;3;1
6th (44);04:19;0;-5;2;5;17;10;0;15;3;2;2;10;9;3;no;10;3;3;1;1;2;2;1
7th (42);05:34;9;-2;0;10;0;21;0;4;3;1;3;15;8;6;yes;2;0;5;1;3;2;3;0
1st (64);05:16;17;0;8;5;24;0;7;3;3;0;2;4;21;7;no;10;4;0;0;4;4;3;0
2nd (56);03:30;6;-4;4;20;20;0;4;6;4;1;2;9;9;2;no;8;5;0;1;1;3;3;0
3rd (52);04:13;0;-6;5;3;7;43;0;0;2;0;4;5;16;2;no;14;2;8;1;1;2;2;2
4th (50);04:21;3;-2;6;7;20;4;3;9;3;1;2;13;10;6;no;13;3;2;1;3;3;2;0
